accno,L2FC,diet,GOID,TERM,psort_loc,ONTOLOGY,description
AAG56073.1,Inf,lactation,GO:0009058,biosynthetic process,Cytoplasmic,BP,2-dehydro-3-deoxyphosphooctulonate aldolase [Escherichia coli O157:H7 str. EDL933]
AAG56073.1,Inf,lactation,GO:0005737,cytoplasm,Cytoplasmic,CC,2-dehydro-3-deoxyphosphooctulonate aldolase [Escherichia coli O157:H7 str. EDL933]
AAG56073.1,Inf,lactation,GO:0008152,metabolic process,Cytoplasmic,BP,2-dehydro-3-deoxyphosphooctulonate aldolase [Escherichia coli O157:H7 str. EDL933]
AAG56073.1,Inf,lactation,GO:0008676,3-deoxy-8-phosphooctulonate synthase activity,Cytoplasmic,MF,2-dehydro-3-deoxyphosphooctulonate aldolase [Escherichia coli O157:H7 str. EDL933]
AAG56073.1,Inf,lactation,GO:0003824,catalytic activity,Cytoplasmic,MF,2-dehydro-3-deoxyphosphooctulonate aldolase [Escherichia coli O157:H7 str. EDL933]
AYV41241.1,Inf,lactation,GO:0004601,peroxidase activity,Cytoplasmic,MF,OsmC family peroxiredoxin [Escherichia coli O157:H7]
AYV41241.1,Inf,lactation,GO:0006979,response to oxidative stress,Cytoplasmic,BP,OsmC family peroxiredoxin [Escherichia coli O157:H7]
AAG56359.1,1.7050201025389053,lactation,GO:0016620,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",Cytoplasmic,MF,glyceraldehyde-3-phosphate dehydrogenase [Escherichia coli O157:H7 str. EDL933]
AAG56359.1,1.7050201025389053,lactation,GO:0055114,NA,Cytoplasmic,NA,glyceraldehyde-3-phosphate dehydrogenase [Escherichia coli O157:H7 str. EDL933]
AAG56359.1,1.7050201025389053,lactation,GO:0006006,glucose metabolic process,Cytoplasmic,BP,glyceraldehyde-3-phosphate dehydrogenase [Escherichia coli O157:H7 str. EDL933]
AAG56359.1,1.7050201025389053,lactation,GO:0050661,"NADP binding",Cytoplasmic,MF,glyceraldehyde-3-phosphate dehydrogenase [Escherichia coli O157:H7 str. EDL933]
AAG56359.1,1.7050201025389053,lactation,GO:0051287,"NAD binding",Cytoplasmic,MF,glyceraldehyde-3-phosphate dehydrogenase [Escherichia coli O157:H7 str. EDL933]
AAG56537.1,1.05423487967272,lactation,GO:0008152,metabolic process,Cytoplasmic,BP,aconitate hydrase 1 [Escherichia coli O157:H7 str. EDL933]
AAG56608.1,1.7739552321714385,lactation,GO:0016491,oxidoreductase activity,Cytoplasmic,MF,"NAD-dependent 7alpha-hydroxysteroid dehydrogenase, dehydroxylation of bile acids [Escherichia coli O157:H7 str. EDL933]"
P69776,1.057893077084923,lactation,GO:0019867,outer membrane,OuterMembrane,CC,Major outer membrane prolipoprotein Lpp OS=Escherichia coli (strain K12) OX=83333 GN=lpp PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P0A8M3,1.6538484295096356,lactation,GO:0000166,nucleotide binding,Cytoplasmic,MF,Threonine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=thrS PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P0A8M3,1.6538484295096356,lactation,GO:0004829,threonine-tRNA ligase activity,Cytoplasmic,MF,Threonine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=thrS PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P0A8M3,1.6538484295096356,lactation,GO:0005524,ATP binding,Cytoplasmic,MF,Threonine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=thrS PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P0A8M3,1.6538484295096356,lactation,GO:0005737,cytoplasm,Cytoplasmic,CC,Threonine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=thrS PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P0A8M3,1.6538484295096356,lactation,GO:0006435,threonyl-tRNA aminoacylation,Cytoplasmic,BP,Threonine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=thrS PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P0A8M3,1.6538484295096356,lactation,GO:0016876,NA,Cytoplasmic,NA,Threonine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=thrS PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P0A8M3,1.6538484295096356,lactation,GO:0043039,tRNA aminoacylation,Cytoplasmic,BP,Threonine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=thrS PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P0A8M3,1.6538484295096356,lactation,GO:0004812,aminoacyl-tRNA ligase activity,Cytoplasmic,MF,Threonine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=thrS PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P0A8M3,1.6538484295096356,lactation,GO:0006418,tRNA aminoacylation for protein translation,Cytoplasmic,BP,Threonine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=thrS PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
AAG56771.1,1.0471060207732095,lactation,GO:0016021,integral component of membrane,OuterMembrane,CC,"orf, hypothetical protein [Escherichia coli O157:H7 str. EDL933]"
AAG56856.1,1.7289280470571005,lactation,GO:0005524,ATP binding,Cytoplasmic,MF,aspartate tRNA synthetase [Escherichia coli O157:H7 str. EDL933]
AAG56856.1,1.7289280470571005,lactation,GO:0016874,ligase activity,Cytoplasmic,MF,aspartate tRNA synthetase [Escherichia coli O157:H7 str. EDL933]
AAG56856.1,1.7289280470571005,lactation,GO:0000166,nucleotide binding,Cytoplasmic,MF,aspartate tRNA synthetase [Escherichia coli O157:H7 str. EDL933]
AAG56856.1,1.7289280470571005,lactation,GO:0004812,aminoacyl-tRNA ligase activity,Cytoplasmic,MF,aspartate tRNA synthetase [Escherichia coli O157:H7 str. EDL933]
AAG56856.1,1.7289280470571005,lactation,GO:0006418,tRNA aminoacylation for protein translation,Cytoplasmic,BP,aspartate tRNA synthetase [Escherichia coli O157:H7 str. EDL933]
AAG56856.1,1.7289280470571005,lactation,GO:0005737,cytoplasm,Cytoplasmic,CC,aspartate tRNA synthetase [Escherichia coli O157:H7 str. EDL933]
AAG56856.1,1.7289280470571005,lactation,GO:0003676,nucleic acid binding,Cytoplasmic,MF,aspartate tRNA synthetase [Escherichia coli O157:H7 str. EDL933]
AAG56894.1,1.4059477247220895,lactation,GO:0006879,cellular iron ion homeostasis,Cytoplasmic,BP,cytoplasmic ferritin (an iron storage protein) [Escherichia coli O157:H7 str. EDL933]
AAG56894.1,1.4059477247220895,lactation,GO:0008199,ferric iron binding,Cytoplasmic,MF,cytoplasmic ferritin (an iron storage protein) [Escherichia coli O157:H7 str. EDL933]
AAG56938.1,1.2332736430451865,lactation,GO:0005198,structural molecule activity,Extracellular,MF,"flagellar biosynthesis; flagellin, filament structural protein [Escherichia coli O157:H7 str. EDL933]"
AAG56938.1,1.2332736430451865,lactation,GO:0071973,bacterial-type flagellum-dependent cell motility,Extracellular,BP,"flagellar biosynthesis; flagellin, filament structural protein [Escherichia coli O157:H7 str. EDL933]"
AAG56938.1,1.2332736430451865,lactation,GO:0009420,bacterial-type flagellum filament,Extracellular,CC,"flagellar biosynthesis; flagellin, filament structural protein [Escherichia coli O157:H7 str. EDL933]"
P0A9M8,1.036169237223695,lactation,GO:0008959,phosphate acetyltransferase activity,Cytoplasmic,MF,Phosphate acetyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=pta PE=1 SV=2 UPId=UP000000625 PPId=UP000000625
P0A9M8,1.036169237223695,lactation,GO:0016407,acetyltransferase activity,Cytoplasmic,MF,Phosphate acetyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=pta PE=1 SV=2 UPId=UP000000625 PPId=UP000000625
P0A9M8,1.036169237223695,lactation,GO:0008152,metabolic process,Cytoplasmic,BP,Phosphate acetyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=pta PE=1 SV=2 UPId=UP000000625 PPId=UP000000625
P0A9M8,1.036169237223695,lactation,GO:0016746,"transferase activity, transferring acyl groups",Cytoplasmic,MF,Phosphate acetyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=pta PE=1 SV=2 UPId=UP000000625 PPId=UP000000625
P76558,1.171313897465975,lactation,GO:0004470,malic enzyme activity,Cytoplasmic,MF,"NADP-dependent malic enzyme OS=Escherichia coli (strain K12) OX=83333 GN=maeB PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"
P76558,1.171313897465975,lactation,GO:0006108,malate metabolic process,Cytoplasmic,BP,"NADP-dependent malic enzyme OS=Escherichia coli (strain K12) OX=83333 GN=maeB PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"
P76558,1.171313897465975,lactation,GO:0046872,metal ion binding,Cytoplasmic,MF,"NADP-dependent malic enzyme OS=Escherichia coli (strain K12) OX=83333 GN=maeB PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"
P76558,1.171313897465975,lactation,GO:0051287,"NAD binding",Cytoplasmic,MF,"NADP-dependent malic enzyme OS=Escherichia coli (strain K12) OX=83333 GN=maeB PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"
P76558,1.171313897465975,lactation,GO:0004471,malate dehydrogenase (decarboxylating) (NAD+) activity,Cytoplasmic,MF,"NADP-dependent malic enzyme OS=Escherichia coli (strain K12) OX=83333 GN=maeB PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"
P76558,1.171313897465975,lactation,GO:0055114,NA,Cytoplasmic,NA,"NADP-dependent malic enzyme OS=Escherichia coli (strain K12) OX=83333 GN=maeB PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"
P76558,1.171313897465975,lactation,GO:0008152,metabolic process,Cytoplasmic,BP,"NADP-dependent malic enzyme OS=Escherichia coli (strain K12) OX=83333 GN=maeB PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"
P76558,1.171313897465975,lactation,GO:0016746,"transferase activity, transferring acyl groups",Cytoplasmic,MF,"NADP-dependent malic enzyme OS=Escherichia coli (strain K12) OX=83333 GN=maeB PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"
AAG58067.1,1.127261067675351,lactation,GO:0016813,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines",Cytoplasmic,MF,agmatinase [Escherichia coli O157:H7 str. EDL933]
AAG58067.1,1.127261067675351,lactation,GO:0046872,metal ion binding,Cytoplasmic,MF,agmatinase [Escherichia coli O157:H7 str. EDL933]
AAG58067.1,1.127261067675351,lactation,GO:0008783,agmatinase activity,Cytoplasmic,MF,agmatinase [Escherichia coli O157:H7 str. EDL933]
AAG58067.1,1.127261067675351,lactation,GO:0009446,putrescine biosynthetic process,Cytoplasmic,BP,agmatinase [Escherichia coli O157:H7 str. EDL933]
AAG58067.1,1.127261067675351,lactation,GO:0030145,manganese ion binding,Cytoplasmic,MF,agmatinase [Escherichia coli O157:H7 str. EDL933]
AAG58301.1,1.1362831951795636,lactation,GO:0003735,structural constituent of ribosome,Cytoplasmic,MF,30S ribosomal subunit protein S15 [Escherichia coli O157:H7 str. EDL933]
AAG58301.1,1.1362831951795636,lactation,GO:0005622,intracellular anatomical structure,Cytoplasmic,CC,30S ribosomal subunit protein S15 [Escherichia coli O157:H7 str. EDL933]
AAG58301.1,1.1362831951795636,lactation,GO:0005840,ribosome,Cytoplasmic,CC,30S ribosomal subunit protein S15 [Escherichia coli O157:H7 str. EDL933]
AAG58301.1,1.1362831951795636,lactation,GO:0006412,translation,Cytoplasmic,BP,30S ribosomal subunit protein S15 [Escherichia coli O157:H7 str. EDL933]
AAG58310.1,1.6261603208640052,lactation,GO:0016868,"intramolecular transferase activity, phosphotransferases",Cytoplasmic,MF,similar to phosphoglucomutases and phosphomannomutases [Escherichia coli O157:H7 str. EDL933]
AAG58310.1,1.6261603208640052,lactation,GO:0071704,organic substance metabolic process,Cytoplasmic,BP,similar to phosphoglucomutases and phosphomannomutases [Escherichia coli O157:H7 str. EDL933]
AAG58310.1,1.6261603208640052,lactation,GO:0000287,magnesium ion binding,Cytoplasmic,MF,similar to phosphoglucomutases and phosphomannomutases [Escherichia coli O157:H7 str. EDL933]
AAG58310.1,1.6261603208640052,lactation,GO:0005975,carbohydrate metabolic process,Cytoplasmic,BP,similar to phosphoglucomutases and phosphomannomutases [Escherichia coli O157:H7 str. EDL933]
AAG58310.1,1.6261603208640052,lactation,GO:0008966,phosphoglucosamine mutase activity,Cytoplasmic,MF,similar to phosphoglucomutases and phosphomannomutases [Escherichia coli O157:H7 str. EDL933]
AAG58353.1,1.3837969400838444,lactation,GO:0008152,metabolic process,Cytoplasmic,BP,N-acetylneuraminate lyase (aldolase); catabolism of sialic acid; not K-12 [Escherichia coli O157:H7 str. EDL933]
AAG58353.1,1.3837969400838444,lactation,GO:0016829,lyase activity,Cytoplasmic,MF,N-acetylneuraminate lyase (aldolase); catabolism of sialic acid; not K-12 [Escherichia coli O157:H7 str. EDL933]
AAG58353.1,1.3837969400838444,lactation,GO:0005737,cytoplasm,Cytoplasmic,CC,N-acetylneuraminate lyase (aldolase); catabolism of sialic acid; not K-12 [Escherichia coli O157:H7 str. EDL933]
AAG58353.1,1.3837969400838444,lactation,GO:0005975,carbohydrate metabolic process,Cytoplasmic,BP,N-acetylneuraminate lyase (aldolase); catabolism of sialic acid; not K-12 [Escherichia coli O157:H7 str. EDL933]
AAG58353.1,1.3837969400838444,lactation,GO:0008747,N-acetylneuraminate lyase activity,Cytoplasmic,MF,N-acetylneuraminate lyase (aldolase); catabolism of sialic acid; not K-12 [Escherichia coli O157:H7 str. EDL933]
AAG58353.1,1.3837969400838444,lactation,GO:0003824,catalytic activity,Cytoplasmic,MF,N-acetylneuraminate lyase (aldolase); catabolism of sialic acid; not K-12 [Escherichia coli O157:H7 str. EDL933]
AAG58418.1,1.4378007790863776,lactation,GO:0003735,structural constituent of ribosome,Cytoplasmic,MF,30S ribosomal subunit protein S11 [Escherichia coli O157:H7 str. EDL933]
AAG58418.1,1.4378007790863776,lactation,GO:0005622,intracellular anatomical structure,Cytoplasmic,CC,30S ribosomal subunit protein S11 [Escherichia coli O157:H7 str. EDL933]
AAG58418.1,1.4378007790863776,lactation,GO:0005840,ribosome,Cytoplasmic,CC,30S ribosomal subunit protein S11 [Escherichia coli O157:H7 str. EDL933]
AAG58418.1,1.4378007790863776,lactation,GO:0006412,translation,Cytoplasmic,BP,30S ribosomal subunit protein S11 [Escherichia coli O157:H7 str. EDL933]
AAG58419.1,1.289387874632418,lactation,GO:0003723,RNA binding,Cytoplasmic,MF,30S ribosomal subunit protein S13 [Escherichia coli O157:H7 str. EDL933]
AAG58419.1,1.289387874632418,lactation,GO:0003735,structural constituent of ribosome,Cytoplasmic,MF,30S ribosomal subunit protein S13 [Escherichia coli O157:H7 str. EDL933]
AAG58419.1,1.289387874632418,lactation,GO:0005622,intracellular anatomical structure,Cytoplasmic,CC,30S ribosomal subunit protein S13 [Escherichia coli O157:H7 str. EDL933]
AAG58419.1,1.289387874632418,lactation,GO:0005840,ribosome,Cytoplasmic,CC,30S ribosomal subunit protein S13 [Escherichia coli O157:H7 str. EDL933]
AAG58419.1,1.289387874632418,lactation,GO:0006412,translation,Cytoplasmic,BP,30S ribosomal subunit protein S13 [Escherichia coli O157:H7 str. EDL933]
AAG58419.1,1.289387874632418,lactation,GO:0003676,nucleic acid binding,Cytoplasmic,MF,30S ribosomal subunit protein S13 [Escherichia coli O157:H7 str. EDL933]
AAG58422.1,1.0742854209131083,lactation,GO:0003735,structural constituent of ribosome,Cytoplasmic,MF,50S ribosomal subunit protein L15 [Escherichia coli O157:H7 str. EDL933]
AAG58422.1,1.0742854209131083,lactation,GO:0005622,intracellular anatomical structure,Cytoplasmic,CC,50S ribosomal subunit protein L15 [Escherichia coli O157:H7 str. EDL933]
AAG58422.1,1.0742854209131083,lactation,GO:0005840,ribosome,Cytoplasmic,CC,50S ribosomal subunit protein L15 [Escherichia coli O157:H7 str. EDL933]
AAG58422.1,1.0742854209131083,lactation,GO:0006412,translation,Cytoplasmic,BP,50S ribosomal subunit protein L15 [Escherichia coli O157:H7 str. EDL933]
AAG58422.1,1.0742854209131083,lactation,GO:0015934,large ribosomal subunit,Cytoplasmic,CC,50S ribosomal subunit protein L15 [Escherichia coli O157:H7 str. EDL933]
AAG58442.1,1.1138651755788904,lactation,GO:0003735,structural constituent of ribosome,Cytoplasmic,MF,30S ribosomal subunit protein S10 [Escherichia coli O157:H7 str. EDL933]
AAG58442.1,1.1138651755788904,lactation,GO:0005840,ribosome,Cytoplasmic,CC,30S ribosomal subunit protein S10 [Escherichia coli O157:H7 str. EDL933]
AAG58442.1,1.1138651755788904,lactation,GO:0006412,translation,Cytoplasmic,BP,30S ribosomal subunit protein S10 [Escherichia coli O157:H7 str. EDL933]
AAG58442.1,1.1138651755788904,lactation,GO:0003723,RNA binding,Cytoplasmic,MF,30S ribosomal subunit protein S10 [Escherichia coli O157:H7 str. EDL933]
AAG58442.1,1.1138651755788904,lactation,GO:0005622,intracellular anatomical structure,Cytoplasmic,CC,30S ribosomal subunit protein S10 [Escherichia coli O157:H7 str. EDL933]
AAG58484.1,1.8716828516534463,lactation,GO:0000166,nucleotide binding,Cytoplasmic,MF,tryptophan tRNA synthetase [Escherichia coli O157:H7 str. EDL933]
AAG58484.1,1.8716828516534463,lactation,GO:0004830,tryptophan-tRNA ligase activity,Cytoplasmic,MF,tryptophan tRNA synthetase [Escherichia coli O157:H7 str. EDL933]
AAG58484.1,1.8716828516534463,lactation,GO:0005524,ATP binding,Cytoplasmic,MF,tryptophan tRNA synthetase [Escherichia coli O157:H7 str. EDL933]
AAG58484.1,1.8716828516534463,lactation,GO:0005737,cytoplasm,Cytoplasmic,CC,tryptophan tRNA synthetase [Escherichia coli O157:H7 str. EDL933]
AAG58484.1,1.8716828516534463,lactation,GO:0006436,tryptophanyl-tRNA aminoacylation,Cytoplasmic,BP,tryptophan tRNA synthetase [Escherichia coli O157:H7 str. EDL933]
AAG58484.1,1.8716828516534463,lactation,GO:0004812,aminoacyl-tRNA ligase activity,Cytoplasmic,MF,tryptophan tRNA synthetase [Escherichia coli O157:H7 str. EDL933]
AAG58484.1,1.8716828516534463,lactation,GO:0006418,tRNA aminoacylation for protein translation,Cytoplasmic,BP,tryptophan tRNA synthetase [Escherichia coli O157:H7 str. EDL933]
PXF67574.1,3.3349596498886203,lactation,GO:0008152,metabolic process,Cytoplasmic,BP,oxidoreductase [Escherichia coli O157]
PXF67574.1,3.3349596498886203,lactation,GO:0016491,oxidoreductase activity,Cytoplasmic,MF,oxidoreductase [Escherichia coli O157]
PXF67574.1,3.3349596498886203,lactation,GO:0055114,NA,Cytoplasmic,NA,oxidoreductase [Escherichia coli O157]
AAG58707.1,1.1746133260683969,lactation,GO:0000166,nucleotide binding,Cytoplasmic,MF,"glycine tRNA synthetase, beta subunit [Escherichia coli O157:H7 str. EDL933]"
AAG58707.1,1.1746133260683969,lactation,GO:0004820,glycine-tRNA ligase activity,Cytoplasmic,MF,"glycine tRNA synthetase, beta subunit [Escherichia coli O157:H7 str. EDL933]"
AAG58707.1,1.1746133260683969,lactation,GO:0005524,ATP binding,Cytoplasmic,MF,"glycine tRNA synthetase, beta subunit [Escherichia coli O157:H7 str. EDL933]"
AAG58707.1,1.1746133260683969,lactation,GO:0005737,cytoplasm,Cytoplasmic,CC,"glycine tRNA synthetase, beta subunit [Escherichia coli O157:H7 str. EDL933]"
AAG58707.1,1.1746133260683969,lactation,GO:0006426,glycyl-tRNA aminoacylation,Cytoplasmic,BP,"glycine tRNA synthetase, beta subunit [Escherichia coli O157:H7 str. EDL933]"
AAG58707.1,1.1746133260683969,lactation,GO:0004814,arginine-tRNA ligase activity,Cytoplasmic,MF,"glycine tRNA synthetase, beta subunit [Escherichia coli O157:H7 str. EDL933]"
AAG58707.1,1.1746133260683969,lactation,GO:0006420,arginyl-tRNA aminoacylation,Cytoplasmic,BP,"glycine tRNA synthetase, beta subunit [Escherichia coli O157:H7 str. EDL933]"
AAG58707.1,1.1746133260683969,lactation,GO:0004812,aminoacyl-tRNA ligase activity,Cytoplasmic,MF,"glycine tRNA synthetase, beta subunit [Escherichia coli O157:H7 str. EDL933]"
AAG58707.1,1.1746133260683969,lactation,GO:0006418,tRNA aminoacylation for protein translation,Cytoplasmic,BP,"glycine tRNA synthetase, beta subunit [Escherichia coli O157:H7 str. EDL933]"
Q83PQ0,4.706493692163737,lactation,GO:0008926,mannitol-1-phosphate 5-dehydrogenase activity,Cytoplasmic,MF,Mannitol-1-phosphate 5-dehydrogenase OS=Shigella flexneri OX=623 GN=mtlD PE=1 SV=2 UPId=UP000001006 PPId=UP000000625
Q83PQ0,4.706493692163737,lactation,GO:0019594,mannitol metabolic process,Cytoplasmic,BP,Mannitol-1-phosphate 5-dehydrogenase OS=Shigella flexneri OX=623 GN=mtlD PE=1 SV=2 UPId=UP000001006 PPId=UP000000625
Q83PQ0,4.706493692163737,lactation,GO:0055114,NA,Cytoplasmic,NA,Mannitol-1-phosphate 5-dehydrogenase OS=Shigella flexneri OX=623 GN=mtlD PE=1 SV=2 UPId=UP000001006 PPId=UP000000625
Q83PQ0,4.706493692163737,lactation,GO:0016491,oxidoreductase activity,Cytoplasmic,MF,Mannitol-1-phosphate 5-dehydrogenase OS=Shigella flexneri OX=623 GN=mtlD PE=1 SV=2 UPId=UP000001006 PPId=UP000000625
Q83PQ0,4.706493692163737,lactation,GO:0050662,NA,Cytoplasmic,NA,Mannitol-1-phosphate 5-dehydrogenase OS=Shigella flexneri OX=623 GN=mtlD PE=1 SV=2 UPId=UP000001006 PPId=UP000000625
Q83PQ0,4.706493692163737,lactation,GO:0003824,catalytic activity,Cytoplasmic,MF,Mannitol-1-phosphate 5-dehydrogenase OS=Shigella flexneri OX=623 GN=mtlD PE=1 SV=2 UPId=UP000001006 PPId=UP000000625
Q83PQ0,4.706493692163737,lactation,GO:0008152,metabolic process,Cytoplasmic,BP,Mannitol-1-phosphate 5-dehydrogenase OS=Shigella flexneri OX=623 GN=mtlD PE=1 SV=2 UPId=UP000001006 PPId=UP000000625
AAG59109.1,1.120227560634682,lactation,GO:0003872,6-phosphofructokinase activity,Cytoplasmic,MF,6-phosphofructokinase I [Escherichia coli O157:H7 str. EDL933]
AAG59109.1,1.120227560634682,lactation,GO:0006096,glycolytic process,Cytoplasmic,BP,6-phosphofructokinase I [Escherichia coli O157:H7 str. EDL933]
